Date,Day,London_Open,London_High,London_Low,London_Close,London_Range,Directional_Bias,Year,Quarter,Month,Week,DayOfWeek,Fib_0_Percent,Fib_100_Percent,Fib_Minus_25,Fib_Minus_50,Fib_Minus_100,Fib_Minus_168,Fib_132_Percent
2020-09-07,Monday,81.6463,83.77605,80.09335,82.97107,3.6827,Bullish,2020,3,9,37,0,80.09335,83.77605,84.69673,85.6174,87.45875,89.96299,78.91489
2020-09-14,Monday,80.6431,81.68753,79.4668,81.68753,2.22073,Bullish,2020,3,9,38,0,79.4668,81.68753,82.24271,82.79789,83.90826,85.41836,78.75617
2020-09-21,Monday,78.59125,80.20036,77.43707,80.20036,2.76329,Bullish,2020,3,9,39,0,77.43707,80.20036,80.89118,81.58201,82.96365,84.84269,76.55282
2020-09-28,Monday,83.16702,85.26502,81.38308,81.38308,3.88195,Bearish,2020,3,9,40,0,85.26502,81.38308,80.41259,79.44211,77.50113,74.8614,86.50724
2020-10-05,Monday,76.87475,77.7157,75.86246,77.15502,1.85324,Bullish,2020,4,10,41,0,75.86246,77.7157,78.17901,78.64232,79.56894,80.82914,75.26942
2020-10-12,Monday,73.84384,74.54928,72.66315,73.24421,1.88613,Bearish,2020,4,10,42,0,74.54928,72.66315,72.19162,71.72008,70.77702,69.49445,75.15284
2020-10-19,Monday,76.44591,77.5527,75.75158,75.75158,1.80113,Bearish,2020,4,10,43,0,77.5527,75.75158,75.3013,74.85102,73.95045,72.72568,78.12906
2020-10-26,Monday,77.84845,78.35295,77.33774,77.61057,1.01521,Bearish,2020,4,10,44,0,78.35295,77.33774,77.08394,76.83013,76.32253,75.63219,78.67782
2020-11-02,Monday,77.12771,79.60639,75.91518,77.89065,3.69121,Bullish,2020,4,11,45,0,75.91518,79.60639,80.52919,81.452,83.2976,85.80762,74.73399
2020-11-09,Monday,75.94791,78.31333,73.61294,76.68419,4.70039,Bullish,2020,4,11,46,0,73.61294,78.31333,79.48843,80.66352,83.01372,86.20999,72.10882
2020-11-16,Monday,73.78117,74.66594,73.03458,73.09297,1.63135,Bearish,2020,4,11,47,0,74.66594,73.03458,72.62674,72.21891,71.40323,70.29391,75.18797
2020-11-23,Monday,69.92261,70.38391,69.30721,70.38391,1.0767,Bullish,2020,4,11,48,0,69.30721,70.38391,70.65309,70.92226,71.46061,72.19277,68.96267
2020-11-30,Monday,72.29704,73.57513,70.93511,73.57513,2.64002,Bullish,2020,4,11,49,0,70.93511,73.57513,74.23513,74.89514,76.21515,78.01036,70.0903
2020-12-07,Monday,72.25817,73.4328,71.55928,73.4328,1.87352,Bullish,2020,4,12,50,0,71.55928,73.4328,73.90118,74.36956,75.30632,76.58031,70.95975
2020-12-14,Monday,67.30679,69.06134,65.61093,68.0499,3.45041,Bullish,2020,4,12,51,0,65.61093,69.06134,69.92394,70.78655,72.51175,74.85803,64.5068
2020-12-21,Monday,70.04254,71.36078,68.48956,71.36078,2.87122,Bullish,2020,4,12,52,0,68.48956,71.36078,72.07859,72.79639,74.232,76.18443,67.57077
2020-12-28,Monday,67.37263,67.65547,66.92972,66.94053,0.72575,Bearish,2020,4,12,53,0,67.65547,66.92972,66.74828,66.56685,66.20397,65.71046,67.88771
2021-01-04,Monday,64.86259,66.12165,64.27038,66.12165,1.85127,Bullish,2021,1,1,1,0,64.27038,66.12165,66.58447,67.04729,67.97292,69.23178,63.67797
2021-01-11,Monday,63.10175,63.80228,62.71457,62.71457,1.08771,Bearish,2021,1,1,2,0,63.80228,62.71457,62.44264,62.17072,61.62686,60.88722,64.15035
2021-01-18,Monday,64.02558,64.63829,63.50146,64.50397,1.13683,Bullish,2021,1,1,3,0,63.50146,64.63829,64.9225,65.2067,65.77512,66.54816,63.13767
2021-01-25,Monday,60.95981,62.64586,59.48625,62.64586,3.15961,Bullish,2021,1,1,4,0,59.48625,62.64586,63.43576,64.22566,65.80547,67.954,58.47517
2021-02-01,Monday,60.80419,62.20956,58.45838,58.76254,3.75119,Bearish,2021,1,2,5,0,62.20956,58.45838,57.52058,56.58279,54.70719,52.15638,63.40994
2021-02-08,Monday,56.28408,58.16056,54.94169,58.16056,3.21887,Bullish,2021,1,2,6,0,54.94169,58.16056,58.96528,59.76999,61.37943,63.56826,53.91165
2021-02-15,Monday,56.42495,58.09695,55.50779,58.09695,2.58916,Bullish,2021,1,2,7,0,55.50779,58.09695,58.74424,59.39153,60.68611,62.44674,54.67926
2021-02-22,Monday,57.38093,57.99297,56.7622,56.7622,1.23077,Bearish,2021,1,2,8,0,57.99297,56.7622,56.45451,56.14681,55.53143,54.69451,58.38682
2021-03-01,Monday,57.88459,58.53742,57.51493,58.33589,1.02249,Bullish,2021,1,3,9,0,57.51493,58.53742,58.79304,59.04866,59.55991,60.2552,57.18773
2021-03-08,Monday,51.08847,52.04396,50.29948,52.04396,1.74448,Bullish,2021,1,3,10,0,50.29948,52.04396,52.48008,52.9162,53.78844,54.97469,49.74125
2021-03-15,Monday,50.47271,52.00865,48.9763,52.00865,3.03235,Bullish,2021,1,3,11,0,48.9763,52.00865,52.76674,53.52482,55.041,57.103,48.00595
2021-03-22,Monday,45.76257,46.46622,44.82599,44.82599,1.64023,Bearish,2021,1,3,12,0,46.46622,44.82599,44.41593,44.00587,43.18576,42.0704,46.99109
2021-03-29,Monday,47.88704,48.13266,47.29923,48.13266,0.83343,Bullish,2021,1,3,13,0,47.29923,48.13266,48.34102,48.54938,48.96609,49.53282,47.03253
2021-04-05,Monday,45.85634,46.70412,44.69959,44.69959,2.00453,Bearish,2021,2,4,14,0,46.70412,44.69959,44.19846,43.69732,42.69506,41.33198,47.34557
2021-04-12,Monday,43.12928,44.00676,42.19707,44.00676,1.80969,Bullish,2021,2,4,15,0,42.19707,44.00676,44.45918,44.91161,45.81645,47.04704,41.61797
2021-04-19,Monday,43.15002,43.51748,42.75224,42.99698,0.76524,Bearish,2021,2,4,16,0,43.51748,42.75224,42.56093,42.36962,41.987,41.46664,43.76236
2021-04-26,Monday,43.8958,44.44209,43.15651,43.15651,1.28558,Bearish,2021,2,4,17,0,44.44209,43.15651,42.83511,42.51372,41.87093,40.99674,44.85348
2021-05-03,Monday,39.64906,40.22534,39.39975,39.5643,0.82559,Bearish,2021,2,5,18,0,40.22534,39.39975,39.19335,38.98695,38.57416,38.01276,40.48953
2021-05-10,Monday,38.08316,39.14689,37.65797,39.14689,1.48892,Bullish,2021,2,5,19,0,37.65797,39.14689,39.51912,39.89135,40.63581,41.64828,37.18152
2021-05-17,Monday,35.62232,35.92001,35.34578,35.92001,0.57423,Bullish,2021,2,5,20,0,35.34578,35.92001,36.06357,36.20712,36.49424,36.88472,35.16203
2021-05-24,Monday,37.07935,37.49495,35.85954,36.02245,1.63541,Bearish,2021,2,5,21,0,37.49495,35.85954,35.45069,35.04184,34.22413,33.11205,38.01828
2021-05-31,Monday,33.48065,34.19305,33.1376,34.19305,1.05545,Bullish,2021,2,5,22,0,33.1376,34.19305,34.45691,34.72077,35.2485,35.96621,32.79986
2021-06-07,Monday,31.13975,31.65465,30.53579,30.53579,1.11886,Bearish,2021,2,6,23,0,31.65465,30.53579,30.25607,29.97636,29.41693,28.65611,32.01269
2021-06-14,Monday,32.57037,33.21086,32.08173,33.21086,1.12913,Bullish,2021,2,6,24,0,32.08173,33.21086,33.49314,33.77542,34.33999,35.1078,31.72041
2021-06-21,Monday,31.72685,32.42491,31.03966,32.42491,1.38525,Bullish,2021,2,6,25,0,31.03966,32.42491,32.77122,33.11753,33.81016,34.75213,30.59638
2021-06-28,Monday,28.50662,28.75802,28.18389,28.18389,0.57413,Bearish,2021,2,6,26,0,28.75802,28.18389,28.04036,27.89683,27.60976,27.21935,28.94174
2021-07-05,Monday,30.97188,31.3492,30.30232,31.34718,1.04688,Bullish,2021,3,7,27,0,30.30232,31.3492,31.61092,31.87264,32.39608,33.10796,29.96732
2021-07-12,Monday,28.41118,28.79549,27.78443,27.78443,1.01106,Bearish,2021,3,7,28,0,28.79549,27.78443,27.53167,27.2789,26.77337,26.08585,29.11903
2021-07-19,Monday,26.80426,27.07838,26.64275,27.05684,0.43563,Bullish,2021,3,7,29,0,26.64275,27.07838,27.18729,27.2962,27.51401,27.81024,26.50335
2021-07-26,Monday,27.59816,28.48691,27.21671,28.48691,1.2702,Bullish,2021,3,7,30,0,27.21671,28.48691,28.80446,29.12201,29.75711,30.62085,26.81025
2021-08-02,Monday,26.07107,26.45162,25.75764,26.18546,0.69398,Bullish,2021,3,8,31,0,25.75764,26.45162,26.62511,26.79861,27.1456,27.61751,25.53557
2021-08-09,Monday,25.66251,26.5108,25.05629,26.43594,1.45451,Bullish,2021,3,8,32,0,25.05629,26.5108,26.87443,27.23805,27.96531,28.95438,24.59085
2021-08-16,Monday,23.5883,23.92558,23.30035,23.68167,0.62523,Bullish,2021,3,8,33,0,23.30035,23.92558,24.08189,24.2382,24.55081,24.97597,23.10028
2021-08-23,Monday,23.58228,24.16612,23.02564,24.16612,1.14047,Bullish,2021,3,8,34,0,23.02564,24.16612,24.45124,24.73635,25.30659,26.08211,22.66069
2021-08-30,Monday,18.40309,18.78319,18.02107,18.74611,0.76212,Bullish,2021,3,8,35,0,18.02107,18.78319,18.97372,19.16425,19.54531,20.06355,17.77719
2021-09-06,Monday,22.84048,23.13969,22.36151,23.01822,0.77818,Bullish,2021,3,9,36,0,22.36151,23.13969,23.33424,23.52878,23.91787,24.44703,22.11249
2021-09-13,Monday,22.18614,22.35136,21.71659,21.87898,0.63477,Bearish,2021,3,9,37,0,22.35136,21.71659,21.5579,21.3992,21.08182,20.65018,22.55449
2021-09-20,Monday,22.64973,22.89616,22.44765,22.4847,0.44851,Bearish,2021,3,9,38,0,22.89616,22.44765,22.33552,22.2234,21.99914,21.69415,23.03968
2021-09-27,Monday,20.591,20.76735,20.3764,20.3764,0.39095,Bearish,2021,3,9,39,0,20.76735,20.3764,20.27866,20.18093,19.98545,19.7196,20.89245
2021-10-04,Monday,22.49349,22.93233,21.87654,22.06103,1.05579,Bearish,2021,4,10,40,0,22.93233,21.87654,21.61259,21.34864,20.82075,20.10281,23.27018
2021-10-11,Monday,23.49353,23.78029,23.14338,23.14338,0.63691,Bearish,2021,4,10,41,0,23.78029,23.14338,22.98415,22.82493,22.50647,22.07337,23.9841
2021-10-18,Monday,20.67306,21.1153,20.5029,20.76303,0.6124,Bullish,2021,4,10,42,0,20.5029,21.1153,21.2684,21.4215,21.7277,22.14413,20.30693
2021-10-25,Monday,19.4336,19.78203,19.21999,19.26973,0.56204,Bearish,2021,4,10,43,0,19.78203,19.21999,19.07948,18.93897,18.65795,18.27576,19.96188
2021-11-01,Monday,17.98675,18.21628,17.72806,17.87795,0.48822,Bearish,2021,4,11,44,0,18.21628,17.72806,17.606,17.48395,17.23984,16.90785,18.37251
2021-11-08,Monday,18.25116,18.52652,18.10778,18.29322,0.41874,Bullish,2021,4,11,45,0,18.10778,18.52652,18.63121,18.73589,18.94526,19.23,17.97378
2021-11-15,Monday,25.21445,25.83256,24.60198,25.36758,1.23057,Bullish,2021,4,11,46,0,24.60198,25.83256,26.1402,26.44785,27.06313,27.89992,24.2082
2021-11-22,Monday,20.10493,20.81452,19.36048,20.81452,1.45405,Bullish,2021,4,11,47,0,19.36048,20.81452,21.17803,21.54155,22.26857,23.25732,18.89518
2021-11-29,Monday,24.80805,25.47612,23.97674,23.97674,1.49938,Bearish,2021,4,11,48,0,25.47612,23.97674,23.60189,23.22705,22.47736,21.45778,25.95592
2021-12-06,Monday,22.41914,22.95997,21.82916,21.98981,1.13081,Bearish,2021,4,12,49,0,22.95997,21.82916,21.54646,21.26376,20.69835,19.9294,23.32183
2021-12-13,Monday,19.18727,19.47643,18.72767,18.8622,0.74876,Bearish,2021,4,12,50,0,19.47643,18.72767,18.54048,18.35329,17.97891,17.46975,19.71603
2021-12-20,Monday,21.62569,21.81155,21.27053,21.32097,0.54102,Bearish,2021,4,12,51,0,21.81155,21.27053,21.13528,21.00002,20.72951,20.36162,21.98468
2021-12-27,Monday,26.28255,26.76264,25.89234,25.9345,0.8703,Bearish,2021,4,12,52,0,26.76264,25.89234,25.67477,25.45719,25.02204,24.43024,27.04114
2022-01-03,Monday,22.51035,22.79464,21.86455,21.96938,0.9301,Bearish,2022,1,1,1,0,22.79464,21.86455,21.63203,21.3995,20.93445,20.30198,23.09227
2022-01-10,Monday,23.47367,23.67242,22.92427,23.56957,0.74815,Bullish,2022,1,1,2,0,22.92427,23.67242,23.85946,24.0465,24.42057,24.92931,22.68486
2022-01-17,Monday,22.61183,23.14232,22.1008,22.82479,1.04152,Bullish,2022,1,1,3,0,22.1008,23.14232,23.4027,23.66308,24.18384,24.89207,21.76751
2022-01-24,Monday,27.66256,28.34782,27.28252,28.23098,1.0653,Bullish,2022,1,1,4,0,27.28252,28.34782,28.61414,28.88047,29.41312,30.13752,26.94162
2022-01-31,Monday,23.24159,23.75515,22.63874,23.75515,1.1164,Bullish,2022,1,1,5,0,22.63874,23.75515,24.03425,24.31335,24.87155,25.6307,22.28149
2022-02-07,Monday,26.25176,26.49195,26.07222,26.09033,0.41973,Bearish,2022,1,2,6,0,26.49195,26.07222,25.96729,25.86236,25.65249,25.36707,26.62626
2022-02-14,Monday,27.96597,28.71984,27.62486,28.62132,1.09498,Bullish,2022,1,2,7,0,27.62486,28.71984,28.99359,29.26733,29.81482,30.55941,27.27447
2022-02-21,Monday,28.13866,28.45646,27.56397,27.61171,0.89249,Bearish,2022,1,2,8,0,28.45646,27.56397,27.34085,27.11773,26.67148,26.06459,28.74206
2022-02-28,Monday,29.29505,29.7061,28.77187,28.82028,0.93423,Bearish,2022,1,2,9,0,29.7061,28.77187,28.53831,28.30476,27.83764,27.20236,30.00505
2022-03-07,Monday,29.75811,30.64182,29.2127,30.30188,1.42912,Bullish,2022,1,3,10,0,29.2127,30.64182,30.9991,31.35638,32.07094,33.04274,28.75538
2022-03-14,Monday,31.88607,32.69083,31.38941,32.14691,1.30142,Bullish,2022,1,3,11,0,31.38941,32.69083,33.01619,33.34154,33.99225,34.87722,30.97296
2022-03-21,Monday,33.99395,34.28254,33.63753,34.08309,0.64501,Bullish,2022,1,3,12,0,33.63753,34.28254,34.44379,34.60504,34.92755,35.36616,33.43113
2022-03-28,Monday,36.88224,37.16096,36.69269,36.99537,0.46827,Bullish,2022,1,3,13,0,36.69269,37.16096,37.27803,37.3951,37.62923,37.94765,36.54284
2022-04-04,Monday,34.19167,34.89574,33.63913,33.94061,1.25661,Bearish,2022,2,4,14,0,34.89574,33.63913,33.32498,33.01083,32.38252,31.52803,35.29786
2022-04-11,Monday,40.83133,41.59216,39.35014,40.25454,2.24202,Bearish,2022,2,4,15,0,41.59216,39.35014,38.78964,38.22913,37.10812,35.58355,42.30961
2022-04-18,Monday,42.34018,42.95554,41.74337,41.74337,1.21217,Bearish,2022,2,4,16,0,42.95554,41.74337,41.44033,41.13728,40.5312,39.70692,43.34343
2022-04-25,Monday,42.96016,43.37252,42.6444,42.6444,0.72812,Bearish,2022,2,4,17,0,43.37252,42.6444,42.46237,42.28034,41.91628,41.42116,43.60552
2022-05-02,Monday,40.84811,41.28274,39.78917,39.86376,1.49357,Bearish,2022,2,5,18,0,41.28274,39.78917,39.41578,39.04238,38.2956,37.27997,41.76068
2022-05-09,Monday,42.42144,43.45814,41.52285,43.29836,1.93529,Bullish,2022,2,5,19,0,41.52285,43.45814,43.94196,44.42578,45.39343,46.70943,40.90356
2022-05-16,Monday,46.7501,47.50826,45.82342,45.97945,1.68484,Bearish,2022,2,5,20,0,47.50826,45.82342,45.40221,44.981,44.13858,42.99289,48.04741
2022-05-23,Monday,48.28824,49.17271,47.16772,47.16772,2.00499,Bearish,2022,2,5,21,0,49.17271,47.16772,46.66647,46.16522,45.16273,43.79934,49.81431
2022-05-30,Monday,49.559,50.05528,48.3236,49.8211,1.73168,Bullish,2022,2,5,22,0,48.3236,50.05528,50.4882,50.92112,51.78696,52.9645,47.76946
2022-06-06,Monday,48.42337,49.09194,47.60345,47.60345,1.4885,Bearish,2022,2,6,23,0,49.09194,47.60345,47.23133,46.8592,46.11495,45.10277,49.56826
2022-06-13,Monday,51.81083,52.38582,50.98729,50.98729,1.39853,Bearish,2022,2,6,24,0,52.38582,50.98729,50.63766,50.28803,49.58876,48.63776,52.83335
2022-06-20,Monday,51.00182,51.79924,50.26141,51.79924,1.53783,Bullish,2022,2,6,25,0,50.26141,51.79924,52.1837,52.56815,53.33707,54.38279,49.7693
2022-06-27,Monday,54.05496,55.99787,51.49683,51.49683,4.50103,Bearish,2022,2,6,26,0,55.99787,51.49683,50.37157,49.24632,46.9958,43.9351,57.4382
2022-07-04,Monday,53.9577,54.37316,53.4879,54.10185,0.88527,Bullish,2022,3,7,27,0,53.4879,54.37316,54.59448,54.8158,55.25843,55.86041,53.20461
2022-07-11,Monday,58.01709,59.1611,57.2983,58.66191,1.86281,Bullish,2022,3,7,28,0,57.2983,59.1611,59.6268,60.0925,61.02391,62.29062,56.7022
2022-07-18,Monday,56.30229,58.06103,54.17139,57.98483,3.88963,Bullish,2022,3,7,29,0,54.17139,58.06103,59.03344,60.00585,61.95066,64.59561,52.92671
2022-07-25,Monday,60.88111,62.20016,59.58435,62.20016,2.61581,Bullish,2022,3,7,30,0,59.58435,62.20016,62.85411,63.50806,64.81597,66.59472,58.74729
2022-08-01,Monday,62.75688,64.05686,61.59897,61.93567,2.45789,Bearish,2022,3,8,31,0,64.05686,61.59897,60.9845,60.37002,59.14108,57.46971,64.84338
2022-08-08,Monday,62.50356,63.00744,61.9684,62.22523,1.03905,Bearish,2022,3,8,32,0,63.00744,61.9684,61.70864,61.44888,60.92935,60.2228,63.33994
2022-08-15,Monday,63.68299,64.86614,63.26068,64.86614,1.60546,Bullish,2022,3,8,33,0,63.26068,64.86614,65.2675,65.66887,66.4716,67.56331,62.74693
2022-08-22,Monday,63.99189,65.31393,63.03359,63.69948,2.28034,Bearish,2022,3,8,34,0,65.31393,63.03359,62.4635,61.89342,60.75325,59.20262,66.04364
2022-08-29,Monday,68.24923,69.00563,66.99596,68.87854,2.00967,Bullish,2022,3,8,35,0,66.99596,69.00563,69.50805,70.01046,71.0153,72.38188,66.35287
2022-09-05,Monday,67.51652,68.05767,66.99005,67.89849,1.06762,Bullish,2022,3,9,36,0,66.99005,68.05767,68.32457,68.59148,69.12529,69.85127,66.64841
2022-09-12,Monday,69.24096,69.66747,68.68535,68.81851,0.98212,Bearish,2022,3,9,37,0,69.66747,68.68535,68.43982,68.19429,67.70323,67.03539,69.98175
2022-09-19,Monday,70.57032,72.47546,68.61577,72.17972,3.85969,Bullish,2022,3,9,38,0,68.61577,72.47546,73.44038,74.4053,76.33515,78.95974,67.38067
2022-09-26,Monday,71.61606,72.70337,70.31458,70.31458,2.3888,Bearish,2022,3,9,39,0,72.70337,70.31458,69.71738,69.12018,67.92578,66.3014,73.46779
2022-10-03,Monday,73.24761,74.29327,71.41084,71.78284,2.88242,Bearish,2022,4,10,40,0,74.29327,71.41084,70.69023,69.96963,68.52842,66.56837,75.21564
2022-10-10,Monday,77.24049,78.67179,74.87016,75.24415,3.80162,Bearish,2022,4,10,41,0,78.67179,74.87016,73.91975,72.96935,71.06854,68.48344,79.88831
2022-10-17,Monday,71.97165,73.5018,70.33928,70.85917,3.16252,Bearish,2022,4,10,42,0,73.5018,70.33928,69.54865,68.75802,67.17676,65.02625,74.51381
2022-10-24,Monday,74.21896,75.03133,73.56699,74.88215,1.46435,Bullish,2022,4,10,43,0,73.56699,75.03133,75.39742,75.7635,76.49568,77.49144,73.0984
2022-10-31,Monday,76.95452,77.64706,75.53563,75.53563,2.11143,Bearish,2022,4,10,44,0,77.64706,75.53563,75.00777,74.47991,73.4242,71.98843,78.32272
2022-11-07,Monday,75.37697,77.57375,73.29021,75.92511,4.28353,Bullish,2022,4,11,45,0,73.29021,77.57375,78.64463,79.71552,81.85728,84.77008,71.91948
2022-11-14,Monday,75.94116,78.05728,74.86313,78.05728,3.19416,Bullish,2022,4,11,46,0,74.86313,78.05728,78.85582,79.65436,81.25144,83.42347,73.841
2022-11-21,Monday,81.44187,83.4713,80.27538,82.04359,3.19592,Bullish,2022,4,11,47,0,80.27538,83.4713,84.27028,85.06926,86.66722,88.84045,79.25269
2022-11-28,Monday,77.51619,79.74439,75.13289,79.74439,4.61149,Bullish,2022,4,11,48,0,75.13289,79.74439,80.89726,82.05013,84.35588,87.49169,73.65721
2022-12-05,Monday,78.22535,79.28233,77.18888,77.72705,2.09345,Bearish,2022,4,12,49,0,79.28233,77.18888,76.66552,76.14216,75.09543,73.67188,79.95223
2022-12-12,Monday,81.1296,84.0913,78.50047,78.50047,5.59083,Bearish,2022,4,12,50,0,84.0913,78.50047,77.10276,75.70506,72.90964,69.10788,85.88037
2022-12-19,Monday,78.30263,79.54084,77.49985,78.99567,2.04099,Bullish,2022,4,12,51,0,77.49985,79.54084,80.05109,80.56133,81.58183,82.9697,76.84673
2022-12-26,Monday,82.55923,83.97214,81.60239,82.82386,2.36975,Bullish,2022,4,12,52,0,81.60239,83.97214,84.56458,85.15702,86.34189,87.95332,80.84407
2023-01-02,Monday,76.59677,78.71647,74.90413,77.5231,3.81235,Bullish,2023,1,1,1,0,74.90413,78.71647,79.66956,80.62265,82.52882,85.12122,73.68418
2023-01-09,Monday,78.7736,81.1475,77.00723,79.43169,4.14027,Bullish,2023,1,1,2,0,77.00723,81.1475,82.18257,83.21763,85.28777,88.10315,75.68234
