Date,Directional_Bias,London_High,London_Low,London_Range,Fib_132_Level,Week_High,Week_Low,Violation_Depth,Day_of_Violation,Session_of_Violation,Price_at_Violation,Reaction_4hr_Direction,Reaction_4hr_Magnitude,Rekey_Success
2020-10-19,Bearish,1.10163,1.10333,0.00569,1.10515,1.1059,1.08808,0.0007500000000000284,TBD,TBD,1.1059,TBD,TBD,TBD
2020-11-02,Bearish,1.11427,1.11768,0.01137,1.12132,1.12327,1.08722,0.0019499999999998963,TBD,TBD,1.12327,TBD,TBD,TBD
2020-11-09,Bearish,1.1063,1.10774,0.00481,1.10928,1.11009,1.09486,0.0008099999999999774,TBD,TBD,1.11009,TBD,TBD,TBD
2020-11-23,Bearish,1.11317,1.11481,0.00546,1.11655,1.11655,1.10017,,TBD,TBD,1.11655,TBD,TBD,TBD
2020-11-30,Bearish,1.1154,1.11838,0.0099,1.12154,1.12154,1.09184,,TBD,TBD,1.12154,TBD,TBD,TBD
2020-12-07,Bearish,1.11017,1.11153,0.00454,1.11299,1.11305,1.09936,6.000000000017103e-05,TBD,TBD,1.11305,TBD,TBD,TBD
2020-12-14,Bearish,1.12296,1.12526,0.00766,1.12771,1.12788,1.10473,0.00017000000000000348,TBD,TBD,1.12788,TBD,TBD,TBD
2020-12-28,Bullish,1.12801,1.1335,0.00785,1.12314,1.14669,1.12314,,TBD,TBD,1.12314,TBD,TBD,TBD
2021-01-04,Bearish,1.18601,1.18709,0.0036,1.18824,1.18824,1.17744,,TBD,TBD,1.18824,TBD,TBD,TBD
2021-01-11,Bearish,1.17253,1.17799,0.01821,1.18382,1.18586,1.13311,0.0020399999999998197,TBD,TBD,1.18586,TBD,TBD,TBD
2021-01-18,Bearish,1.18943,1.19339,0.01317,1.1976,1.19905,1.15809,0.0014499999999999513,TBD,TBD,1.19905,TBD,TBD,TBD
2021-01-25,Bullish,1.19275,1.19676,0.00573,1.1892,1.20639,1.18875,0.00045000000000006146,TBD,TBD,1.18875,TBD,TBD,TBD
2021-02-15,Bearish,1.1925,1.19418,0.00561,1.19598,1.19635,1.17914,0.00036999999999998145,TBD,TBD,1.19635,TBD,TBD,TBD
2021-03-08,Bearish,1.2067,1.20799,0.00427,1.20935,1.20935,1.19654,,TBD,TBD,1.20935,TBD,TBD,TBD
2021-03-22,Bullish,1.19164,1.19505,0.00487,1.18862,1.20216,1.18862,,TBD,TBD,1.18862,TBD,TBD,TBD
2021-03-29,Bullish,1.20045,1.20531,0.00693,1.19616,1.21695,1.19536,0.0007999999999999119,TBD,TBD,1.19536,TBD,TBD,TBD
2021-04-05,Bearish,1.19169,1.19336,0.00559,1.19515,1.19585,1.17839,0.000700000000000145,TBD,TBD,1.19585,TBD,TBD,TBD
2021-04-19,Bullish,1.20025,1.20833,0.01154,1.1931,1.22772,1.1931,,TBD,TBD,1.1931,TBD,TBD,TBD
2021-04-26,Bearish,1.20281,1.20408,0.00424,1.20544,1.20591,1.19271,0.00046999999999997044,TBD,TBD,1.20591,TBD,TBD,TBD
2021-05-03,Bullish,1.19673,1.20096,0.00604,1.19298,1.21111,1.19298,,TBD,TBD,1.19298,TBD,TBD,TBD
2021-05-10,Bearish,1.21192,1.21467,0.00916,1.2176,1.21888,1.19012,0.0012799999999999478,TBD,TBD,1.21888,TBD,TBD,TBD
2021-05-17,Bullish,1.18965,1.19427,0.0066,1.18556,1.20535,1.18556,,TBD,TBD,1.18556,TBD,TBD,TBD
2021-05-31,Bearish,1.19109,1.1937,0.00869,1.19648,1.19711,1.1704,0.0006299999999999084,TBD,TBD,1.19711,TBD,TBD,TBD
2021-06-14,Bearish,1.18701,1.19013,0.01038,1.19345,1.19345,1.1623,,TBD,TBD,1.19345,TBD,TBD,TBD
2021-06-21,Bearish,1.19046,1.19299,0.00841,1.19568,1.19608,1.18,0.00039999999999995595,TBD,TBD,1.19608,TBD,TBD,TBD
2021-06-28,Bearish,1.16709,1.16951,0.00808,1.17209,1.17337,1.14786,0.0012799999999999478,TBD,TBD,1.17337,TBD,TBD,TBD
2021-07-12,Bullish,1.18222,1.18539,0.00452,1.17942,1.19004,1.17872,0.0006999999999999229,TBD,TBD,1.17872,TBD,TBD,TBD
2021-07-19,Bearish,1.1919,1.19371,0.00605,1.19565,1.19565,1.17749,,TBD,TBD,1.19565,TBD,TBD,TBD
2021-07-26,Bullish,1.18199,1.18643,0.00635,1.17805,1.1946,1.17805,,TBD,TBD,1.17805,TBD,TBD,TBD
2021-08-02,Bullish,1.17617,1.18554,0.01339,1.16787,1.20804,1.16639,0.0014799999999999258,TBD,TBD,1.16639,TBD,TBD,TBD
2021-08-09,Bearish,1.16891,1.16998,0.00355,1.17111,1.17111,1.16047,,TBD,TBD,1.17111,TBD,TBD,TBD
2021-09-06,Bullish,1.16849,1.17386,0.00767,1.16373,1.18159,1.16373,,TBD,TBD,1.16373,TBD,TBD,TBD
2021-10-04,Bearish,1.17012,1.17169,0.00524,1.17337,1.17337,1.15764,,TBD,TBD,1.17337,TBD,TBD,TBD
2021-10-11,Bearish,1.15941,1.16172,0.00772,1.16419,1.1647,1.14104,0.0005100000000000104,TBD,TBD,1.1647,TBD,TBD,TBD
2021-10-18,Bullish,1.16122,1.16582,0.00657,1.15715,1.17686,1.15715,,TBD,TBD,1.15715,TBD,TBD,TBD
2021-10-25,Bearish,1.16186,1.16341,0.00517,1.16507,1.16507,1.15261,,TBD,TBD,1.16507,TBD,TBD,TBD
2021-11-08,Bullish,1.16695,1.17003,0.0044,1.16422,1.17743,1.16422,,TBD,TBD,1.16422,TBD,TBD,TBD
2021-11-15,Bullish,1.17365,1.18073,0.01011,1.16738,1.19772,1.16675,0.0006300000000001305,TBD,TBD,1.16675,TBD,TBD,TBD
2021-11-22,Bearish,1.16928,1.17204,0.00919,1.17498,1.17499,1.1474,1.0000000000065512e-05,TBD,TBD,1.17499,TBD,TBD,TBD
2021-11-29,Bullish,1.18109,1.18744,0.00908,1.17546,1.2027,1.17391,0.0015499999999999403,TBD,TBD,1.17391,TBD,TBD,TBD
2021-12-20,Bullish,1.16444,1.16833,0.00557,1.16098,1.17768,1.16098,,TBD,TBD,1.16098,TBD,TBD,TBD
2021-12-27,Bullish,1.18047,1.1822,0.00246,1.17894,1.18634,1.17894,,TBD,TBD,1.17894,TBD,TBD,TBD
2022-01-03,Bearish,1.0394,1.04274,0.01114,1.0463,1.04779,1.01289,0.0014899999999999913,TBD,TBD,1.04779,TBD,TBD,TBD
2022-01-10,Bearish,1.05609,1.05875,0.00886,1.06158,1.06158,1.03501,,TBD,TBD,1.06158,TBD,TBD,TBD
2022-01-17,Bullish,1.05236,1.05806,0.00815,1.04731,1.07175,1.04701,0.00029999999999996696,TBD,TBD,1.04701,TBD,TBD,TBD
2022-01-24,Bullish,1.05654,1.05998,0.00492,1.05349,1.06825,1.05331,0.000180000000000069,TBD,TBD,1.05331,TBD,TBD,TBD
2022-01-31,Bullish,1.06997,1.0732,0.00462,1.0671,1.07782,1.0671,,TBD,TBD,1.0671,TBD,TBD,TBD
2022-02-07,Bearish,1.0538,1.05606,0.00753,1.05847,1.05889,1.03587,0.00042000000000008697,TBD,TBD,1.05889,TBD,TBD,TBD
2022-02-21,Bearish,1.07507,1.07624,0.00389,1.07748,1.07748,1.06581,,TBD,TBD,1.07748,TBD,TBD,TBD
2022-02-28,Bearish,1.07857,1.08172,0.01048,1.08507,1.08632,1.05362,0.0012499999999999734,TBD,TBD,1.08632,TBD,TBD,TBD
2022-03-07,Bearish,1.08495,1.08574,0.00266,1.0866,1.08703,1.08042,0.00042999999999993044,TBD,TBD,1.08703,TBD,TBD,TBD
2022-03-21,Bearish,1.06458,1.06676,0.00726,1.06908,1.06908,1.05072,,TBD,TBD,1.06908,TBD,TBD,TBD
2022-04-04,Bearish,1.06958,1.07196,0.00795,1.0745,1.07537,1.05066,0.0008699999999999264,TBD,TBD,1.07537,TBD,TBD,TBD
2022-04-11,Bearish,1.07326,1.07483,0.00522,1.07649,1.07649,1.06084,,TBD,TBD,1.07649,TBD,TBD,TBD
2022-04-18,Bullish,1.0698,1.0762,0.00914,1.06413,1.08733,1.06361,0.000520000000000076,TBD,TBD,1.06361,TBD,TBD,TBD
2022-04-25,Bearish,1.06429,1.06623,0.00645,1.06829,1.06829,1.04893,,TBD,TBD,1.06829,TBD,TBD,TBD
2022-05-02,Bullish,1.06078,1.06394,0.00452,1.05798,1.07153,1.05778,0.00019999999999997797,TBD,TBD,1.05778,TBD,TBD,TBD
2022-05-09,Bearish,1.05637,1.05908,0.009,1.06196,1.06196,1.03673,,TBD,TBD,1.06196,TBD,TBD,TBD
2022-05-16,Bearish,1.06677,1.06974,0.0099,1.0729,1.0732,1.04322,0.00029999999999996696,TBD,TBD,1.0732,TBD,TBD,TBD
2022-05-23,Bullish,1.05288,1.05576,0.00411,1.05033,1.06266,1.05033,,TBD,TBD,1.05033,TBD,TBD,TBD
2022-05-30,Bearish,1.06038,1.06337,0.00998,1.06657,1.06784,1.03663,0.0012699999999998823,TBD,TBD,1.06784,TBD,TBD,TBD
2022-06-13,Bullish,1.05995,1.06596,0.00859,1.05463,1.07141,1.05321,0.0014199999999999768,TBD,TBD,1.05321,TBD,TBD,TBD
2022-06-20,Bullish,1.04434,1.04896,0.00661,1.04024,1.06006,1.0402,4.0000000000040004e-05,TBD,TBD,1.0402,TBD,TBD,TBD
2022-07-04,Bearish,1.03821,1.04123,0.01008,1.04446,1.04446,1.01421,,TBD,TBD,1.04446,TBD,TBD,TBD
2022-07-18,Bearish,1.04484,1.04749,0.00883,1.05032,1.05032,1.02384,,TBD,TBD,1.05032,TBD,TBD,TBD
2022-07-25,Bullish,1.03671,1.04105,0.00619,1.03288,1.05145,1.03288,,TBD,TBD,1.03288,TBD,TBD,TBD
2022-08-01,Bearish,1.04239,1.04542,0.01012,1.04866,1.05004,1.02569,0.0013800000000001589,TBD,TBD,1.05004,TBD,TBD,TBD
2022-08-08,Bearish,1.04911,1.05236,0.01084,1.05583,1.05664,1.02331,0.0008099999999999774,TBD,TBD,1.05664,TBD,TBD,TBD
2022-08-29,Bearish,1.02505,1.02631,0.00419,1.02765,1.02828,1.01718,0.0006300000000001305,TBD,TBD,1.02828,TBD,TBD,TBD
2022-09-05,Bearish,1.0176,1.01942,0.00609,1.02137,1.02137,1.00312,,TBD,TBD,1.02137,TBD,TBD,TBD
2022-09-12,Bearish,1.03329,1.0349,0.00539,1.03663,1.03663,1.02045,,TBD,TBD,1.03663,TBD,TBD,TBD
2022-10-03,Bullish,1.04382,1.0505,0.00954,1.03791,1.06363,1.0362,0.0017100000000001003,TBD,TBD,1.0362,TBD,TBD,TBD
2022-10-10,Bearish,1.0158,1.01684,0.00346,1.01795,1.0184,1.00757,0.00045000000000006146,TBD,TBD,1.0184,TBD,TBD,TBD
2022-10-24,Bearish,1.0084,1.01129,0.00964,1.01438,1.01438,0.98545,,TBD,TBD,1.01438,TBD,TBD,TBD
2022-10-31,Bearish,1.02536,1.0266,0.00412,1.02791,1.02791,1.01557,,TBD,TBD,1.02791,TBD,TBD,TBD
2022-11-07,Bullish,1.03554,1.03796,0.00345,1.0334,1.04098,1.0334,,TBD,TBD,1.0334,TBD,TBD,TBD
2022-11-14,Bullish,1.0344,1.0395,0.00729,1.02989,1.04759,1.02989,,TBD,TBD,1.02989,TBD,TBD,TBD
2022-11-21,Bullish,1.02993,1.03336,0.0049,1.02689,1.04158,1.02631,0.0005800000000000249,TBD,TBD,1.02631,TBD,TBD,TBD
2022-11-28,Bullish,1.03875,1.041,0.00321,1.03676,1.04549,1.03676,,TBD,TBD,1.03676,TBD,TBD,TBD
2022-12-05,Bullish,1.03012,1.03409,0.00566,1.02661,1.04361,1.02571,0.0009000000000001229,TBD,TBD,1.02571,TBD,TBD,TBD
2022-12-12,Bearish,1.03203,1.03437,0.00778,1.03686,1.03782,1.01352,0.0009600000000000719,TBD,TBD,1.03782,TBD,TBD,TBD
2022-12-19,Bullish,1.03453,1.03932,0.00684,1.03029,1.04473,1.02965,0.0006399999999999739,TBD,TBD,1.02965,TBD,TBD,TBD
2022-12-26,Bullish,1.06329,1.07016,0.0098,1.05721,1.08663,1.05721,,TBD,TBD,1.05721,TBD,TBD,TBD
2023-01-02,Bullish,1.08705,1.0918,0.00679,1.08284,1.1032,1.08284,,TBD,TBD,1.08284,TBD,TBD,TBD
2023-01-16,Bearish,1.08189,1.08444,0.00849,1.08716,1.08716,1.06168,,TBD,TBD,1.08716,TBD,TBD,TBD
2023-01-23,Bearish,1.08388,1.08597,0.00697,1.0882,1.0882,1.06728,,TBD,TBD,1.0882,TBD,TBD,TBD
2023-01-30,Bearish,1.0946,1.09699,0.00797,1.09954,1.10072,1.08415,0.0011799999999999589,TBD,TBD,1.10072,TBD,TBD,TBD
2023-02-06,Bullish,1.08766,1.09424,0.0094,1.08183,1.11003,1.08079,0.001040000000000152,TBD,TBD,1.08079,TBD,TBD,TBD
2023-02-13,Bearish,1.09656,1.10003,0.01157,1.10374,1.10374,1.06902,,TBD,TBD,1.10374,TBD,TBD,TBD
2023-02-20,Bearish,1.1031,1.10564,0.00845,1.10834,1.10865,1.083,0.00030999999999981043,TBD,TBD,1.10865,TBD,TBD,TBD
2023-02-27,Bearish,1.10144,1.10369,0.00752,1.1061,1.1064,1.08354,0.00029999999999996696,TBD,TBD,1.1064,TBD,TBD,TBD
2023-03-06,Bearish,1.10115,1.10258,0.00478,1.10411,1.10411,1.08976,,TBD,TBD,1.10411,TBD,TBD,TBD
2023-03-13,Bullish,1.10214,1.1077,0.00795,1.09722,1.12105,1.09722,,TBD,TBD,1.09722,TBD,TBD,TBD
2023-03-20,Bearish,1.0935,1.09633,0.00943,1.09934,1.10048,1.07105,0.0011399999999999189,TBD,TBD,1.10048,TBD,TBD,TBD
2023-04-03,Bearish,1.10169,1.10303,0.00447,1.10446,1.10456,1.09104,9.999999999998899e-05,TBD,TBD,1.10456,TBD,TBD,TBD
2023-04-17,Bearish,1.09732,1.09927,0.0065,1.10135,1.10135,1.08185,,TBD,TBD,1.10135,TBD,TBD,TBD
2023-04-24,Bullish,1.09678,1.10041,0.00518,1.09357,1.10559,1.09301,0.0005599999999998939,TBD,TBD,1.09301,TBD,TBD,TBD
2023-05-15,Bullish,1.09544,1.10543,0.01428,1.08658,1.12942,1.08609,0.0004900000000001015,TBD,TBD,1.08609,TBD,TBD,TBD
2023-05-22,Bearish,1.08389,1.08608,0.00731,1.08842,1.08842,1.06649,,TBD,TBD,1.08842,TBD,TBD,TBD
2023-06-12,Bullish,1.09205,1.09742,0.00767,1.0873,1.1103,1.0873,,TBD,TBD,1.0873,TBD,TBD,TBD
2023-06-19,Bearish,1.08278,1.08512,0.00783,1.08763,1.08763,1.07232,,TBD,TBD,1.08763,TBD,TBD,TBD
2023-07-03,Bearish,1.06857,1.06973,0.00386,1.07096,1.07096,1.05937,,TBD,TBD,1.07096,TBD,TBD,TBD
2023-07-10,Bearish,1.06128,1.06602,0.01579,1.07107,1.07107,1.02371,,TBD,TBD,1.07107,TBD,TBD,TBD
2023-07-17,Bearish,1.08141,1.086,0.01532,1.09091,1.09189,1.04494,0.0009799999999999809,TBD,TBD,1.09189,TBD,TBD,TBD
2023-07-24,Bullish,1.07689,1.08063,0.00534,1.07358,1.08833,1.07358,,TBD,TBD,1.07358,TBD,TBD,TBD
2023-07-31,Bearish,1.06027,1.06177,0.005,1.06337,1.06337,1.04838,,TBD,TBD,1.06337,TBD,TBD,TBD
2023-08-07,Bearish,1.0655,1.06752,0.00671,1.06966,1.06966,1.04954,,TBD,TBD,1.06966,TBD,TBD,TBD
2023-08-14,Bearish,1.07185,1.07412,0.00757,1.07654,1.07654,1.05384,,TBD,TBD,1.07654,TBD,TBD,TBD
2023-08-21,Bearish,1.06113,1.06312,0.00666,1.06526,1.0658,1.04527,0.0005399999999999849,TBD,TBD,1.0658,TBD,TBD,TBD
2023-08-28,Bullish,1.05363,1.05848,0.00693,1.04933,1.07013,1.04926,7.00000000000145e-05,TBD,TBD,1.04926,TBD,TBD,TBD
2023-09-18,Bullish,1.05228,1.06342,0.01591,1.04242,1.09014,1.0408,0.0016199999999999548,TBD,TBD,1.0408,TBD,TBD,TBD
2023-09-25,Bearish,1.04614,1.04822,0.00692,1.05043,1.05043,1.03437,,TBD,TBD,1.05043,TBD,TBD,TBD
2023-10-30,Bullish,1.06326,1.07011,0.00979,1.05719,1.08655,1.05719,,TBD,TBD,1.05719,TBD,TBD,TBD
2023-11-13,Bearish,1.07005,1.0723,0.00751,1.07471,1.07471,1.05657,,TBD,TBD,1.07471,TBD,TBD,TBD
2023-11-20,Bullish,1.07544,1.07911,0.00524,1.07219,1.08791,1.07219,,TBD,TBD,1.07219,TBD,TBD,TBD
2023-12-04,Bearish,1.06574,1.06955,0.0127,1.07362,1.07389,1.04415,0.00026999999999999247,TBD,TBD,1.07389,TBD,TBD,TBD
2023-12-11,Bearish,1.06716,1.07208,0.01639,1.07732,1.07732,1.02816,,TBD,TBD,1.07732,TBD,TBD,TBD
2023-12-18,Bullish,1.07524,1.07946,0.00604,1.07149,1.08961,1.07149,,TBD,TBD,1.07149,TBD,TBD,TBD
2023-12-25,Bearish,1.09177,1.09386,0.00699,1.0961,1.09724,1.07514,0.0011399999999999189,TBD,TBD,1.09724,TBD,TBD,TBD
2024-01-01,Bullish,1.08413,1.09262,0.01212,1.07662,1.10451,1.07493,0.0016899999999999693,TBD,TBD,1.07493,TBD,TBD,TBD
2024-01-08,Bullish,1.10529,1.1089,0.00516,1.10209,1.11758,1.1012,0.0008900000000000574,TBD,TBD,1.1012,TBD,TBD,TBD
2024-01-15,Bearish,1.09717,1.09931,0.00712,1.10159,1.10159,1.08023,,TBD,TBD,1.10159,TBD,TBD,TBD
2024-01-22,Bearish,1.08933,1.09124,0.00636,1.09327,1.09384,1.07853,0.0005699999999999594,TBD,TBD,1.09384,TBD,TBD,TBD
2024-02-12,Bullish,1.10924,1.11185,0.00372,1.10693,1.11733,1.10693,,TBD,TBD,1.10693,TBD,TBD,TBD
2024-02-26,Bearish,1.10466,1.1077,0.01012,1.11094,1.11094,1.08057,,TBD,TBD,1.11094,TBD,TBD,TBD
2024-03-04,Bearish,1.12184,1.12385,0.0067,1.12599,1.12599,1.10915,,TBD,TBD,1.12599,TBD,TBD,TBD
2024-03-11,Bearish,1.10547,1.10655,0.00359,1.1077,1.1077,1.09692,,TBD,TBD,1.1077,TBD,TBD,TBD
2024-03-25,Bearish,1.10854,1.11225,0.01236,1.11621,1.11621,1.07911,,TBD,TBD,1.11621,TBD,TBD,TBD
2024-04-01,Bearish,1.11881,1.12104,0.00742,1.12341,1.12341,1.10116,,TBD,TBD,1.12341,TBD,TBD,TBD
2024-04-15,Bullish,1.12059,1.12428,0.00527,1.11732,1.13313,1.11682,0.000500000000000167,TBD,TBD,1.11682,TBD,TBD,TBD
2024-04-29,Bearish,1.11176,1.11424,0.00828,1.11689,1.11689,1.09204,,TBD,TBD,1.11689,TBD,TBD,TBD
2024-05-06,Bearish,1.10508,1.10671,0.00542,1.10844,1.10844,1.09218,,TBD,TBD,1.10844,TBD,TBD,TBD
2024-05-13,Bullish,1.09666,1.10066,0.00571,1.09312,1.11025,1.09285,0.00026999999999999247,TBD,TBD,1.09285,TBD,TBD,TBD
2024-05-20,Bullish,1.09634,1.09968,0.00477,1.09338,1.1077,1.09338,,TBD,TBD,1.09338,TBD,TBD,TBD
2024-05-27,Bearish,1.10116,1.10269,0.00509,1.10432,1.10432,1.09359,,TBD,TBD,1.10432,TBD,TBD,TBD
2024-06-03,Bullish,1.09915,1.10443,0.00754,1.09448,1.1171,1.09401,0.00046999999999997044,TBD,TBD,1.09401,TBD,TBD,TBD
2024-06-10,Bullish,1.09107,1.09361,0.00362,1.08883,1.09969,1.08883,,TBD,TBD,1.08883,TBD,TBD,TBD
2024-06-17,Bullish,1.10286,1.11068,0.01118,1.09593,1.12946,1.09593,,TBD,TBD,1.09593,TBD,TBD,TBD
2024-06-24,Bullish,1.0922,1.10187,0.01382,1.08363,1.12508,1.08363,,TBD,TBD,1.08363,TBD,TBD,TBD
2024-07-08,Bullish,1.07623,1.07955,0.00474,1.07329,1.08429,1.07252,0.0007700000000001594,TBD,TBD,1.07252,TBD,TBD,TBD
2024-07-22,Bearish,1.08971,1.09284,0.01044,1.09618,1.09618,1.06486,,TBD,TBD,1.09618,TBD,TBD,TBD
2024-08-05,Bearish,1.08059,1.08355,0.00986,1.0867,1.0867,1.05713,,TBD,TBD,1.0867,TBD,TBD,TBD
2024-08-19,Bearish,1.06882,1.0712,0.00792,1.07373,1.07471,1.04998,0.0009799999999999809,TBD,TBD,1.07471,TBD,TBD,TBD
2024-08-26,Bullish,1.0656,1.0722,0.00943,1.05975,1.08803,1.05907,0.0006800000000000139,TBD,TBD,1.05907,TBD,TBD,TBD
2024-09-02,Bearish,1.08432,1.08592,0.00536,1.08764,1.08764,1.07157,,TBD,TBD,1.08764,TBD,TBD,TBD
2024-09-09,Bullish,1.08462,1.09034,0.00818,1.07954,1.09914,1.07954,,TBD,TBD,1.07954,TBD,TBD,TBD
2024-09-16,Bearish,1.07571,1.07782,0.00703,1.08007,1.08007,1.05899,,TBD,TBD,1.08007,TBD,TBD,TBD
2024-09-23,Bearish,1.08421,1.0873,0.01027,1.09058,1.09141,1.05977,0.0008299999999998864,TBD,TBD,1.09141,TBD,TBD,TBD
2024-10-07,Bullish,1.07569,1.07768,0.00285,1.07392,1.08247,1.07348,0.00043999999999999595,TBD,TBD,1.07348,TBD,TBD,TBD
2024-10-21,Bearish,1.07614,1.07999,0.01282,1.08409,1.08516,1.04563,0.0010699999999999044,TBD,TBD,1.08516,TBD,TBD,TBD
2024-11-04,Bearish,1.06442,1.06603,0.00539,1.06776,1.06814,1.05158,0.00038000000000004697,TBD,TBD,1.06814,TBD,TBD,TBD
2024-11-11,Bullish,1.06964,1.07439,0.00678,1.06544,1.08577,1.06521,0.00022999999999995246,TBD,TBD,1.06521,TBD,TBD,TBD
2024-11-18,Bullish,1.06639,1.07267,0.00896,1.06084,1.08772,1.06003,0.0008099999999999774,TBD,TBD,1.06003,TBD,TBD,TBD
2024-12-02,Bullish,1.08404,1.0896,0.00794,1.07912,1.10295,1.0779,0.0012199999999999989,TBD,TBD,1.0779,TBD,TBD,TBD
2024-12-16,Bullish,1.09771,1.10402,0.00901,1.09213,1.11915,1.09213,,TBD,TBD,1.09213,TBD,TBD,TBD
2024-12-30,Bearish,1.08883,1.09103,0.00735,1.09339,1.09449,1.07535,0.0010999999999998789,TBD,TBD,1.09449,TBD,TBD,TBD
2025-01-06,Bearish,1.10887,1.11171,0.00945,1.11473,1.11473,1.08638,,TBD,TBD,1.11473,TBD,TBD,TBD
2025-01-13,Bullish,1.11891,1.1249,0.00855,1.11361,1.13926,1.1133,0.00031000000000003247,TBD,TBD,1.1133,TBD,TBD,TBD
2025-01-27,Bearish,1.12061,1.12353,0.00972,1.12664,1.12664,1.09748,,TBD,TBD,1.12664,TBD,TBD,TBD
2025-02-17,Bullish,1.13589,1.14278,0.00984,1.12979,1.15931,1.12979,,TBD,TBD,1.12979,TBD,TBD,TBD
2025-02-24,Bearish,1.13312,1.1348,0.00562,1.1366,1.1366,1.11974,,TBD,TBD,1.1366,TBD,TBD,TBD
